# Alpine Analytics - Verified Trade History
# Generated: 2025-11-10 19:06:53 UTC
# Period: 2006-01-20 to 2025-11-10
# Total Trades: 4374
# Wins: 1979 (45.2%)
# Losses: 2395
# Total Return: +565.5%
# CAGR: 9.94%
# Max Drawdown: -36.1%
# 
# VERIFICATION INSTRUCTIONS:
# 1. Each row has a unique verification_hash (first 16 chars of SHA-256)
# 2. Full methodology: https://alpineanalytics.com/methodology
# 3. Verification guide: https://alpineanalytics.com/verify
# 4. Report issues: verify@alpineanalytics.com
#
# DISCLAIMER:
# Past performance does not guarantee future results.
# Trading involves substantial risk of loss.
# For educational purposes only. Not financial advice.
#
trade_id,entry_date,exit_date,symbol,entry_price,exit_price,pnl_percent,confidence_score,exit_reason,days_held,verification_hash
840,2011-08-09T00:00:00-04:00,2011-08-10,GOOGL,14.25,13.9,-2.46,89.0,STOP,1,84b05a2ec1392a0f
841,2011-08-18T00:00:00-04:00,2011-08-19,AAPL,10.99,10.71,-2.55,87.0,STOP,1,0627dce579e47c11
842,2011-09-14T00:00:00-04:00,2011-09-16,NVDA,0.35,0.36,2.86,93.9,TARGET,2,d13afdabb8a9e191
843,2011-09-16T00:00:00-04:00,2011-09-21,MSFT,21.12,20.59,-2.51,90.3,STOP,3,94b0ae22d619d534
844,2011-09-16T00:00:00-04:00,2011-09-20,AAPL,12.02,12.5,3.99,88.1,TARGET,2,4b3dcba1dd999c6e
845,2011-09-16T00:00:00-04:00,2011-09-22,QQQ,49.97,48.73,-2.48,88.0,STOP,4,5bf1d73ced7ddf95
846,2011-09-19T00:00:00-04:00,2011-09-22,AAPL,12.36,12.05,-2.51,90.4,STOP,3,6d7a3824cb3ee359
847,2011-09-19T00:00:00-04:00,2011-09-20,AMD,6.92,6.75,-2.46,92.0,STOP,1,3e4cf86b7c1785a4
848,2011-09-20T00:00:00-04:00,2011-09-22,AAPL,12.41,12.1,-2.5,89.2,STOP,2,d935ff22eb36cc1d
849,2011-09-20T00:00:00-04:00,2011-09-22,TSLA,1.73,1.69,-2.31,90.2,STOP,2,6ed9002bd5ab62f5
850,2011-09-20T00:00:00-04:00,2011-09-22,AMZN,11.66,11.37,-2.49,87.4,STOP,2,01b1af824a2943d7
851,2011-09-21T00:00:00-04:00,2011-09-22,TSLA,1.72,1.68,-2.33,87.7,STOP,1,81e5d50bb70ce2b4
852,2011-09-22T00:00:00-04:00,2011-09-27,AMZN,11.16,11.61,4.03,88.8,TARGET,3,d829f58c92d11c2e
853,2011-09-22T00:00:00-04:00,2011-09-26,AAPL,12.06,11.76,-2.49,92.3,STOP,2,d051cf3231b51bc1
854,2011-09-26T00:00:00-04:00,2011-09-29,AAPL,12.1,11.8,-2.48,89.7,STOP,3,c1db75148e84b993
855,2011-09-27T00:00:00-04:00,2011-09-28,AMZN,11.21,11.66,4.01,87.4,TARGET,1,620bc526dd1be44d
856,2011-09-28T00:00:00-04:00,2011-09-29,AMZN,11.49,11.2,-2.52,96.4,STOP,1,71cecb82813b9e29
857,2011-09-29T00:00:00-04:00,2011-09-30,AMZN,11.12,10.84,-2.52,88.7,STOP,1,d014f785a1136445
858,2011-10-04T00:00:00-04:00,2011-10-06,AMZN,10.62,11.05,4.05,87.2,TARGET,2,e53967392bb5e3b4
859,2011-10-06T00:00:00-04:00,2011-10-07,TSLA,1.8,1.75,-2.78,92.8,STOP,1,7546890e6b5fb195
860,2011-10-07T00:00:00-04:00,2011-10-10,TSLA,1.8,1.87,3.89,87.8,TARGET,1,25a01eedb78aa277
861,2011-10-13T00:00:00-04:00,2011-10-14,GOOGL,13.89,14.45,4.03,92.4,TARGET,1,9ece6902880f441a
862,2011-10-14T00:00:00-04:00,2011-10-17,TSLA,1.87,1.82,-2.67,88.1,STOP,1,2f23395087bd6e51
863,2011-10-18T00:00:00-04:00,2011-10-19,AAPL,12.68,12.36,-2.52,88.1,STOP,1,b39167fe826da56e
864,2011-10-19T00:00:00-04:00,2011-11-02,AAPL,11.97,11.93,-0.33,90.8,TIME,10,4a282d0a26e26ffc
865,2011-10-25T00:00:00-04:00,2011-10-26,AMZN,11.36,11.07,-2.55,95.4,STOP,1,a66b106933dcc318
866,2011-10-26T00:00:00-04:00,2011-11-09,QQQ,50.58,50.17,-0.81,87.0,TIME,10,be6618c9ea5a0183
867,2011-10-27T00:00:00-04:00,2011-11-01,MSFT,21.22,20.69,-2.5,87.8,STOP,3,08dc8f971410e0a2
868,2011-10-28T00:00:00-04:00,2011-10-31,TSLA,1.99,1.94,-2.51,87.3,STOP,1,756ace3ada620902
869,2011-11-01T00:00:00-04:00,2011-11-08,QQQ,49.84,51.84,4.01,88.5,TARGET,5,d95dee0094d482d8
870,2011-11-01T00:00:00-04:00,2011-11-08,SPY,94.97,98.77,4.0,90.7,TARGET,5,c60201e3e84c9f16
871,2011-11-03T00:00:00-04:00,2011-11-04,TSLA,2.16,2.11,-2.31,98.0,STOP,1,ca6e28b596ef9f2b
872,2011-11-09T00:00:00-05:00,2011-11-21,SPY,95.87,93.47,-2.5,87.8,STOP,8,140e2076b16d8380
873,2011-11-10T00:00:00-05:00,2011-11-11,NVDA,0.33,0.34,3.03,90.1,TARGET,1,a99a08002c7a4749
874,2011-11-11T00:00:00-05:00,2011-11-17,NVDA,0.34,0.33,-2.94,98.0,STOP,4,2e0252edffc53624
875,2011-11-11T00:00:00-05:00,2011-11-14,TSLA,2.24,2.19,-2.23,98.0,STOP,1,2f600ebbb5aa1190
876,2011-11-11T00:00:00-05:00,2011-11-21,GOOGL,15.12,14.74,-2.51,87.6,STOP,6,4dbf4bc2baaa079f
877,2011-11-22T00:00:00-05:00,2011-11-23,NVDA,0.35,0.34,-2.86,92.2,STOP,1,854ece8b90c3879a
878,2011-12-01T00:00:00-05:00,2011-12-15,GOOGL,15.25,15.4,0.97,87.3,TIME,10,2065f5a72579802c
879,2011-12-02T00:00:00-05:00,2011-12-16,GOOGL,15.42,15.56,0.89,88.6,TIME,10,2d227a0b8474687f
880,2012-01-03T00:00:00-05:00,2012-01-06,MSFT,21.0,21.84,4.0,88.3,TARGET,3,6efd044767e3462d
881,2012-01-09T00:00:00-05:00,2012-01-20,GOOGL,15.47,15.08,-2.52,96.0,STOP,8,0842320196ad9b23
882,2012-01-10T00:00:00-05:00,2012-01-20,GOOGL,15.49,15.1,-2.52,90.4,STOP,7,58672dfaeb28211b
883,2012-01-13T00:00:00-05:00,2012-01-30,SPY,100.93,102.91,1.96,87.3,TIME,10,8a6af2f28cca50a1
884,2012-01-19T00:00:00-05:00,2012-01-20,GOOGL,15.9,15.5,-2.52,97.7,STOP,1,85bb48e55ba2639a
885,2012-01-20T00:00:00-05:00,2012-01-25,AAPL,12.62,13.12,3.96,90.7,TARGET,3,ad41d9c9666dc833
886,2012-01-24T00:00:00-05:00,2012-01-25,NVDA,0.34,0.33,-2.94,90.6,STOP,1,b21d38abd6e51e4e
887,2012-01-24T00:00:00-05:00,2012-01-25,AAPL,12.62,13.13,4.04,94.3,TARGET,1,d8cb10275ab6a0f7
888,2012-01-25T00:00:00-05:00,2012-02-02,NVDA,0.34,0.35,2.94,98.0,TARGET,6,f41a6dc0fb984a1d
889,2012-01-26T00:00:00-05:00,2012-02-02,NVDA,0.34,0.35,2.94,89.5,TARGET,5,f4aee4a23f31744c
890,2012-01-31T00:00:00-05:00,2012-02-01,AMZN,9.72,9.48,-2.47,98.0,STOP,1,1596740dda4e11b8
891,2012-02-14T00:00:00-05:00,2012-02-15,AMZN,9.56,9.33,-2.41,88.1,STOP,1,980e5d84849ccca2
892,2012-02-15T00:00:00-05:00,2012-03-01,SPY,105.41,107.89,2.35,88.3,TIME,10,2ea4df5c4158c1bb
893,2012-02-17T00:00:00-05:00,2012-02-27,NVDA,0.36,0.35,-2.78,89.8,STOP,5,2332c97fca70c720
894,2012-02-21T00:00:00-05:00,2012-02-22,NFLX,16.77,16.35,-2.5,87.5,STOP,1,b0da09e5d0ba0609
895,2012-02-28T00:00:00-05:00,2012-03-06,GOOGL,15.37,14.98,-2.54,87.3,STOP,5,8c23b7b05e882177
896,2012-02-29T00:00:00-05:00,2012-03-14,MSFT,25.07,25.88,3.24,87.1,TIME,10,9132510a861c1bb3
897,2012-02-29T00:00:00-05:00,2012-03-06,GOOGL,15.37,14.98,-2.54,88.2,STOP,4,90d058f597f3787d
898,2012-02-29T00:00:00-05:00,2012-03-14,SPY,107.34,109.6,2.1,87.8,TIME,10,27e150bd50d72d9d
899,2012-03-01T00:00:00-05:00,2012-03-06,QQQ,57.55,56.11,-2.5,88.0,STOP,3,9e3d39045ddfbf81
900,2012-03-05T00:00:00-05:00,2012-03-06,AAPL,16.01,15.61,-2.5,87.9,STOP,1,f0afd837ff255a45
901,2012-03-05T00:00:00-05:00,2012-03-06,AMD,7.07,6.89,-2.55,90.5,STOP,1,7a8be217943e25a2
902,2012-03-06T00:00:00-05:00,2012-03-14,SPY,105.56,109.78,4.0,88.7,TARGET,6,1f5f2a6561678d42
903,2012-03-06T00:00:00-05:00,2012-03-12,AAPL,15.92,16.56,4.02,87.4,TARGET,4,a74187e47839dc9e
904,2012-03-08T00:00:00-05:00,2012-03-13,AMD,7.47,7.77,4.02,87.8,TARGET,3,01b7362363cb139c
905,2012-03-09T00:00:00-05:00,2012-03-12,TSLA,2.32,2.41,3.88,88.9,TARGET,1,34e0100c6b62057e
906,2012-03-12T00:00:00-04:00,2012-03-14,TSLA,2.4,2.34,-2.5,92.5,STOP,2,83ee1b03d9a7b320
907,2012-03-13T00:00:00-04:00,2012-03-27,SPY,109.72,111.07,1.23,87.6,TIME,10,08c0bb5c0d2f5e84
908,2012-03-14T00:00:00-04:00,2012-03-21,GOOGL,15.31,15.92,3.98,88.2,TARGET,5,d9ce60c242a9ab47
909,2012-03-14T00:00:00-04:00,2012-03-15,AMD,7.76,8.07,3.99,88.5,TARGET,1,381aa0a27cbb32b6
910,2012-03-15T00:00:00-04:00,2012-03-20,AMD,8.25,8.04,-2.55,90.6,STOP,3,16b8daed063133a1
911,2012-03-16T00:00:00-04:00,2012-03-20,MSFT,25.75,25.1,-2.52,88.9,STOP,2,95eb67ca78c9fe70
912,2012-03-16T00:00:00-04:00,2012-03-27,GOOGL,15.53,16.16,4.06,88.6,TARGET,7,e0e4acf2e583f817
913,2012-03-21T00:00:00-04:00,2012-03-29,NFLX,17.16,16.73,-2.51,87.1,STOP,6,17e8fb866b7865c4
914,2012-03-23T00:00:00-04:00,2012-03-26,TSLA,2.27,2.36,3.96,90.0,TARGET,1,b3c837bc88aa6299
915,2012-03-28T00:00:00-04:00,2012-04-04,AMZN,10.06,9.81,-2.49,87.1,STOP,5,865da2aed5cd2a2d
916,2012-04-02T00:00:00-04:00,2012-04-04,AMZN,9.9,9.65,-2.53,87.1,STOP,2,43bbbe5f84c3471c
917,2012-04-03T00:00:00-04:00,2012-04-04,AMD,7.98,7.78,-2.51,87.3,STOP,1,2eb3a6bf21592ee5
918,2012-04-04T00:00:00-04:00,2012-04-09,TSLA,2.33,2.27,-2.58,98.0,STOP,2,1642edb1c9c18c0c
919,2012-04-10T00:00:00-04:00,2012-04-24,QQQ,58.72,57.25,-2.5,88.9,STOP,10,49f9a3246f953af5
920,2012-04-11T00:00:00-04:00,2012-04-23,QQQ,59.01,57.53,-2.51,87.6,STOP,8,fb4812d51849e1c4
921,2012-04-12T00:00:00-04:00,2012-04-13,GOOGL,16.18,15.78,-2.47,98.0,STOP,1,ea861c01c2326b2c
922,2012-04-13T00:00:00-04:00,2012-04-16,AAPL,18.17,17.71,-2.53,87.5,STOP,1,db5713c299e9c320
923,2012-04-13T00:00:00-04:00,2012-04-16,GOOGL,15.52,15.14,-2.45,98.0,STOP,1,980913eb900f4701
924,2012-04-17T00:00:00-04:00,2012-04-19,AAPL,18.3,17.85,-2.46,89.6,STOP,2,83597b1c5977f0cb
925,2012-04-17T00:00:00-04:00,2012-04-20,AMD,7.94,7.74,-2.52,87.3,STOP,3,4f0af3d05abb5117
926,2012-04-18T00:00:00-04:00,2012-04-19,AAPL,18.26,17.81,-2.46,88.4,STOP,1,8cb5b668c38ed113
927,2012-04-19T00:00:00-04:00,2012-04-20,AMD,7.97,7.77,-2.51,93.5,STOP,1,99929abfbdb8e3a7
928,2012-04-20T00:00:00-04:00,2012-04-23,AAPL,17.2,16.77,-2.5,88.9,STOP,1,ff8ca3bda5e5b416
929,2012-04-20T00:00:00-04:00,2012-04-23,AMD,7.76,7.57,-2.45,98.0,STOP,1,7413cfb96a0c6789
930,2012-04-25T00:00:00-04:00,2012-05-04,MSFT,25.43,24.8,-2.48,88.4,STOP,7,012fc8117dbaea08
931,2012-04-26T00:00:00-04:00,2012-04-27,AMZN,9.8,10.19,3.98,98.0,TARGET,1,00d615387d47d143
932,2012-06-20T00:00:00-04:00,2012-06-21,NVDA,0.31,0.3,-3.23,94.4,STOP,1,74eec430fa5901b7
933,2012-06-20T00:00:00-04:00,2012-06-21,TSLA,2.25,2.2,-2.22,98.0,STOP,1,ba426b51e7ff0d52
934,2012-06-21T00:00:00-04:00,2012-06-22,TSLA,2.15,2.23,3.72,92.4,TARGET,1,477a716c58b631f1
935,2012-06-22T00:00:00-04:00,2012-06-25,NVDA,0.3,0.29,-3.33,91.7,STOP,1,bee95b64fdc5024a
936,2012-06-25T00:00:00-04:00,2012-06-26,TSLA,2.21,2.15,-2.71,87.2,STOP,1,6bb9e41a2befb0f6
937,2012-06-26T00:00:00-04:00,2012-06-28,TSLA,2.11,2.05,-2.84,95.5,STOP,2,a3fc74244b19d7a5
938,2012-06-29T00:00:00-04:00,2012-07-09,MSFT,24.32,23.71,-2.51,87.1,STOP,5,c481570a89cb45fb
939,2012-06-29T00:00:00-04:00,2012-07-12,SPY,107.64,104.95,-2.5,87.5,STOP,8,7d3da63a0b2b6263
940,2012-07-10T00:00:00-04:00,2012-07-12,AAPL,18.26,17.8,-2.52,89.4,STOP,2,049285ff64fbd8c4
941,2012-07-11T00:00:00-04:00,2012-07-23,AAPL,18.15,17.69,-2.53,88.1,STOP,8,b89d7894c387b123
942,2012-07-16T00:00:00-04:00,2012-07-17,TSLA,2.4,2.34,-2.5,87.2,STOP,1,8cc45a1afc3bce2f
943,2012-07-17T00:00:00-04:00,2012-07-18,TSLA,2.22,2.17,-2.25,92.2,STOP,1,0485b0adf4caad8a
944,2012-07-18T00:00:00-04:00,2012-07-20,TSLA,2.14,2.09,-2.34,93.1,STOP,2,353b22f9d4c709cb
945,2012-07-19T00:00:00-04:00,2012-07-23,GOOGL,14.74,15.33,4.0,97.6,TARGET,2,6aca6459e8028de7
946,2012-07-19T00:00:00-04:00,2012-07-25,AMZN,11.31,11.03,-2.48,95.1,STOP,4,4893a5c606e09fc1
947,2012-07-19T00:00:00-04:00,2012-07-23,QQQ,57.94,56.49,-2.5,88.6,STOP,2,7dc8bc1680c2c1f8
948,2012-07-20T00:00:00-04:00,2012-07-23,MSFT,23.94,23.35,-2.46,91.0,STOP,1,4751971ffc2b00b0
949,2012-07-20T00:00:00-04:00,2012-07-30,GOOGL,15.18,15.79,4.02,98.0,TARGET,6,6bda3ed064bbf6da
950,2012-07-20T00:00:00-04:00,2012-07-23,AMZN,11.41,11.13,-2.45,90.0,STOP,1,7ac226fa98c1c2d0
951,2012-07-23T00:00:00-04:00,2012-07-25,AMZN,11.3,11.02,-2.48,93.8,STOP,2,157904473ec6c466
952,2012-07-23T00:00:00-04:00,2012-08-06,QQQ,56.48,58.74,4.0,87.3,TARGET,10,b3a959aa8ab16157
953,2012-07-23T00:00:00-04:00,2012-07-25,AAPL,18.13,17.67,-2.54,88.4,STOP,2,59a099644c361078
954,2012-07-23T00:00:00-04:00,2012-07-30,GOOGL,15.3,15.91,3.99,90.1,TARGET,5,535c2f451b3184db
955,2012-07-24T00:00:00-04:00,2012-07-25,NFLX,11.48,11.2,-2.44,93.1,STOP,1,8031e6d367cfc84a
956,2012-07-24T00:00:00-04:00,2012-07-25,AMZN,11.15,10.87,-2.51,91.3,STOP,1,bd7038da409bf6d8
957,2012-07-24T00:00:00-04:00,2012-07-25,AAPL,18.04,17.59,-2.49,89.9,STOP,1,d59a426db2c7308c
958,2012-07-26T00:00:00-04:00,2012-07-27,AMZN,11.0,11.44,4.0,96.2,TARGET,1,e188606e204de7ed
959,2012-07-27T00:00:00-04:00,2012-08-01,AMZN,11.87,11.57,-2.53,98.0,STOP,3,318741cc09ab7d58
960,2012-07-27T00:00:00-04:00,2012-08-10,SPY,109.68,111.39,1.55,91.6,TIME,10,fdf76d5de7cdf5d9
961,2012-08-02T00:00:00-04:00,2012-08-16,SPY,108.06,112.39,4.01,88.9,TARGET,10,d64d5616a4fa1beb
962,2012-08-08T00:00:00-04:00,2012-08-10,NVDA,0.33,0.34,3.03,87.9,TARGET,2,98dcd1ae6b35628b
963,2012-08-31T00:00:00-04:00,2012-09-17,MSFT,24.66,24.98,1.28,88.0,TIME,10,67e37c6f2a47249b
964,2012-08-31T00:00:00-04:00,2012-09-13,SPY,111.64,116.1,3.99,90.8,TARGET,8,b7bcd180b3a16598
965,2012-08-31T00:00:00-04:00,2012-09-17,QQQ,60.66,62.49,3.02,89.9,TIME,10,fbbee48f3bd51269
966,2012-09-04T00:00:00-04:00,2012-09-18,MSFT,24.32,24.95,2.6,91.6,TIME,10,69c5034607d410a0
967,2012-09-04T00:00:00-04:00,2012-09-13,SPY,111.54,116.0,4.0,87.3,TARGET,7,88b987e76031913b
968,2012-09-06T00:00:00-04:00,2012-09-10,MSFT,25.09,24.46,-2.51,90.8,STOP,2,bc848225a733612e
969,2012-09-06T00:00:00-04:00,2012-09-12,GOOGL,17.38,16.95,-2.47,89.2,STOP,4,6aedf22016141c3f
970,2012-09-06T00:00:00-04:00,2012-09-13,AMZN,12.57,13.07,3.98,93.4,TARGET,5,3a35cff0ae3d4ff7
971,2012-09-06T00:00:00-04:00,2012-09-20,SPY,113.7,116.03,2.05,90.7,TIME,10,be028dddda55b690
972,2012-09-06T00:00:00-04:00,2012-09-20,QQQ,61.88,62.6,1.16,89.5,TIME,10,12b0da0b52218164
973,2012-09-07T00:00:00-04:00,2012-09-12,GOOGL,17.55,17.11,-2.51,89.3,STOP,3,d288034b69109299
974,2012-09-07T00:00:00-04:00,2012-09-21,MSFT,24.77,24.96,0.77,88.5,TIME,10,18a33c4b79060be4
975,2012-09-10T00:00:00-04:00,2012-09-14,AAPL,19.98,20.78,4.0,87.4,TARGET,4,75f801b3fd200fae
976,2012-09-10T00:00:00-04:00,2012-09-24,MSFT,24.58,24.63,0.21,87.6,TIME,10,8adbd80526726bb1
977,2012-09-11T00:00:00-04:00,2012-09-14,AAPL,19.92,20.71,3.97,87.4,TARGET,3,ddc5d2a6a5699977
978,2012-09-12T00:00:00-04:00,2012-09-14,AAPL,20.19,21.0,4.01,91.8,TARGET,2,dd67697ec30f2e8d
979,2012-09-12T00:00:00-04:00,2012-09-18,GOOGL,17.17,17.86,4.02,87.1,TARGET,4,ddea9d52fba0a6f5
980,2012-09-12T00:00:00-04:00,2012-09-26,QQQ,61.08,60.87,-0.34,88.2,TIME,10,9b582f9c9f3a1768
981,2012-09-13T00:00:00-04:00,2012-09-26,MSFT,24.76,24.14,-2.5,88.5,STOP,9,80b33d24f93b518a
982,2012-09-13T00:00:00-04:00,2012-09-26,AAPL,20.59,20.08,-2.48,88.6,STOP,9,92f8dc7d87153da4
983,2012-09-13T00:00:00-04:00,2012-09-21,GOOGL,17.55,18.25,3.99,87.1,TARGET,6,6c1c621278783c6b
984,2012-09-13T00:00:00-04:00,2012-09-27,QQQ,61.91,61.71,-0.32,88.8,TIME,10,c028a6f8271f9d8c
985,2012-09-14T00:00:00-04:00,2012-09-25,AAPL,20.84,20.32,-2.5,88.1,STOP,7,ca7e32c75e0c3ec6
986,2012-09-14T00:00:00-04:00,2012-09-25,MSFT,24.98,24.35,-2.52,90.1,STOP,7,9cfd761e38c5bc79
987,2012-09-18T00:00:00-04:00,2012-09-21,TSLA,2.09,2.04,-2.39,89.9,STOP,3,4dafd343683ef344
988,2012-09-19T00:00:00-04:00,2012-09-26,MSFT,24.85,24.23,-2.49,88.7,STOP,5,e9a37847244cda5a
989,2012-09-20T00:00:00-04:00,2012-09-24,MSFT,25.17,24.54,-2.5,87.5,STOP,2,bc167f5893c3955d
990,2012-09-21T00:00:00-04:00,2012-09-26,AMZN,12.87,12.55,-2.49,93.4,STOP,3,d8445e843d22f2c1
991,2012-09-21T00:00:00-04:00,2012-09-25,MSFT,24.96,24.34,-2.48,98.0,STOP,2,dc1d232db7e17fdd
992,2012-09-21T00:00:00-04:00,2012-09-25,AAPL,21.11,20.58,-2.51,88.8,STOP,2,b24838bb681747e8
993,2012-09-21T00:00:00-04:00,2012-09-25,TSLA,2.0,1.95,-2.5,90.0,STOP,2,8f812ed41a36d0ea
994,2012-09-24T00:00:00-04:00,2012-09-25,AAPL,20.83,20.31,-2.5,90.0,STOP,1,477ad109de448fad
995,2012-09-25T00:00:00-04:00,2012-10-01,AAPL,20.31,19.8,-2.51,87.1,STOP,4,099c001db356d419
996,2012-09-25T00:00:00-04:00,2012-10-01,MSFT,24.32,23.71,-2.51,87.8,STOP,4,318b75ec1c79a773
997,2012-09-25T00:00:00-04:00,2012-10-09,AMZN,12.62,12.55,-0.57,88.3,TIME,10,7fa014471bafe04d
998,2012-09-25T00:00:00-04:00,2012-10-09,QQQ,61.37,60.03,-2.18,87.3,TIME,10,59a0c6212cfeed2a
999,2012-09-26T00:00:00-04:00,2012-10-08,AAPL,20.05,19.55,-2.49,87.9,STOP,8,322a21093bc9912e
1000,2012-09-27T00:00:00-04:00,2012-10-01,AAPL,20.54,20.03,-2.48,87.8,STOP,2,ddc8eabc3df389ee
1001,2012-10-02T00:00:00-04:00,2012-10-08,AAPL,19.94,19.44,-2.51,87.6,STOP,4,c48975ed0f823542
1002,2012-10-09T00:00:00-04:00,2012-10-12,NFLX,9.36,9.13,-2.46,94.5,STOP,3,501a711da34681ce
1003,2012-10-18T00:00:00-04:00,2012-10-23,SPY,115.94,113.04,-2.5,87.0,STOP,3,2e68f2b7f38772e4
1004,2012-10-19T00:00:00-04:00,2012-11-06,SPY,114.01,113.67,-0.3,89.6,TIME,10,02b3f89bee92ec11
1005,2012-10-23T00:00:00-04:00,2012-10-24,NFLX,9.75,9.5,-2.56,90.0,STOP,1,80e5dfc6fe58588e
1006,2012-10-25T00:00:00-04:00,2012-10-26,META,22.42,21.86,-2.5,90.3,STOP,1,d232d05884dfa8b5
1007,2012-10-26T00:00:00-04:00,2012-10-31,NFLX,9.94,9.69,-2.52,95.5,STOP,1,0fd49e623cb2d4f4
1008,2012-10-26T00:00:00-04:00,2012-10-31,META,21.81,21.26,-2.52,89.6,STOP,1,6e46fdc8a33e8640
1009,2012-10-31T00:00:00-04:00,2012-11-07,META,20.98,20.46,-2.48,93.9,STOP,5,662586d5e5d0cdf5
1010,2012-10-31T00:00:00-04:00,2012-11-01,NFLX,11.32,11.04,-2.47,94.8,STOP,1,2ec7420c52b7b4a1
1011,2012-11-06T00:00:00-05:00,2012-11-09,TSLA,2.08,2.02,-2.88,98.0,STOP,3,d11376b8a4508e59
1012,2012-11-07T00:00:00-05:00,2012-11-09,TSLA,2.1,2.05,-2.38,92.4,STOP,2,f18eb698e6870458
1013,2012-11-08T00:00:00-05:00,2012-11-09,TSLA,2.09,2.04,-2.39,87.9,STOP,1,c8c92cbc4321a0e1
1014,2012-11-14T00:00:00-05:00,2012-11-15,META,22.22,21.67,-2.48,98.0,STOP,1,2b634b7722dd6842
1015,2012-11-16T00:00:00-05:00,2012-11-19,META,23.42,22.83,-2.52,89.5,STOP,1,29d82f11f3efbc43
1016,2012-11-28T00:00:00-05:00,2012-12-03,TSLA,2.22,2.3,3.6,88.9,TARGET,3,5fbf959a354dfaa3
1017,2012-12-03T00:00:00-05:00,2012-12-04,NFLX,10.86,11.29,3.96,88.4,TARGET,1,941741b106162b54
1018,2012-12-04T00:00:00-05:00,2012-12-05,NFLX,12.38,12.07,-2.5,98.0,STOP,1,8cf206973d70a712
1019,2012-12-05T00:00:00-05:00,2012-12-06,NFLX,11.91,12.39,4.03,97.5,TARGET,1,e840115b949d4b15
1020,2012-12-06T00:00:00-05:00,2012-12-07,NFLX,12.31,12.8,3.98,89.2,TARGET,1,8e9cd07e12e0c597
1021,2012-12-07T00:00:00-05:00,2012-12-12,NFLX,12.28,12.77,3.99,88.0,TARGET,3,d7fbead033992262
1022,2012-12-11T00:00:00-05:00,2012-12-13,TSLA,2.35,2.29,-2.55,90.1,STOP,2,835cd92c06ffa8ea
1023,2012-12-12T00:00:00-05:00,2012-12-14,NFLX,12.96,13.48,4.01,94.9,TARGET,2,a7b4751a7bc9a552
1024,2012-12-13T00:00:00-05:00,2012-12-18,TSLA,2.24,2.33,4.02,93.6,TARGET,3,2d9ab7b3e10152c8
1025,2012-12-18T00:00:00-05:00,2012-12-21,TSLA,2.31,2.25,-2.6,88.4,STOP,3,2d1f3abf0b5f2284
1026,2012-12-18T00:00:00-05:00,2012-12-26,AMZN,13.02,12.69,-2.53,90.5,STOP,5,4519de7a36d1066c
1027,2012-12-18T00:00:00-05:00,2012-12-26,QQQ,59.4,57.92,-2.49,89.5,STOP,5,3f8b4bb9c91017f3
1028,2012-12-20T00:00:00-05:00,2012-12-27,SPY,115.38,112.5,-2.5,87.6,STOP,4,0590edba18107288
1029,2012-12-21T00:00:00-05:00,2012-12-27,TSLA,2.27,2.21,-2.64,87.1,STOP,3,34c7eb4400858b9b
1030,2012-12-21T00:00:00-05:00,2012-12-31,GOOGL,17.79,17.34,-2.53,89.6,STOP,5,87d063eaf4f8a5e6
1031,2012-12-21T00:00:00-05:00,2012-12-24,AMD,2.59,2.53,-2.32,88.4,STOP,1,1565f29d714e52c2
1032,2012-12-21T00:00:00-05:00,2012-12-26,AMZN,12.85,12.52,-2.57,89.3,STOP,2,2c1b6a997a500e23
1033,2012-12-21T00:00:00-05:00,2013-01-08,SPY,114.34,116.55,1.93,92.2,TIME,10,a7f510347f25572b
1034,2012-12-21T00:00:00-05:00,2013-01-08,QQQ,58.52,59.7,2.02,87.7,TIME,10,5ee98f2a4bb2fce1
1035,2012-12-26T00:00:00-05:00,2013-01-03,AMZN,12.43,12.93,4.02,88.0,TARGET,5,86964351efaa69a2
1036,2012-12-27T00:00:00-05:00,2013-01-11,SPY,113.35,117.76,3.89,87.1,TIME,10,3e29e6c73d0eda3e
1037,2012-12-31T00:00:00-05:00,2013-01-15,SPY,114.03,117.76,3.27,91.9,TIME,10,615a8baddb4004ae
1038,2013-01-02T00:00:00-05:00,2013-01-16,SPY,116.95,117.75,0.68,88.0,TIME,10,775eb00097ddcef4
1039,2013-01-02T00:00:00-05:00,2013-01-16,QQQ,60.31,60.05,-0.44,91.5,TIME,10,65b3db3a8444ec83
1040,2013-01-02T00:00:00-05:00,2013-01-16,GOOGL,17.98,17.78,-1.14,87.1,TIME,10,dcd034b238b44738
1041,2013-01-02T00:00:00-05:00,2013-01-07,META,27.83,28.94,3.99,87.3,TARGET,3,32273142a0879cc3
1042,2013-01-04T00:00:00-05:00,2013-01-07,NVDA,0.3,0.3,0.0,88.5,STOP,1,1e19861a09e539bb
1043,2013-01-04T00:00:00-05:00,2013-01-09,META,28.58,29.73,4.02,87.7,TARGET,3,4511a78a46d60205
1044,2013-01-07T00:00:00-05:00,2013-01-08,NVDA,0.29,0.29,0.0,90.3,STOP,1,ace000b34a6e63e3
1045,2013-01-07T00:00:00-05:00,2013-01-09,META,29.24,30.41,4.0,89.2,TARGET,2,814612586a074d4b
1046,2013-01-07T00:00:00-05:00,2013-01-22,AMZN,13.42,13.51,0.67,91.1,TIME,10,6f119c3095c7a01b
